836.965149, 3.059359, 2167.917236, -1341.501709, 2.462027, 1.493158, 80.282616, 0.293457, 206.988190, -129.550232, 0.166506, 0.206784,
843.125305, 3.081700, 2125.597412, -1370.791016, 2.417238, 1.527192, 82.942604, 0.303163, 208.148056, -135.719208, 0.168167, 0.213632,
848.769043, 3.102168, 2084.134766, -1400.229004, 2.372956, 1.561207, 85.580536, 0.312788, 209.185745, -142.046860, 0.169647, 0.220655,
853.908081, 3.120804, 2043.487915, -1429.837036, 2.329164, 1.595213, 88.193794, 0.322325, 210.103348, -148.536469, 0.170950, 0.227854,
858.552734, 3.137647, 2003.617432, -1459.636841, 2.285841, 1.629220, 90.779770, 0.331762, 210.902740, -155.191528, 0.172075, 0.235230,
862.712524, 3.152730, 1964.486206, -1489.650024, 2.242971, 1.663239, 93.335838, 0.341090, 211.585632, -162.015793, 0.173025, 0.242785,
866.395691, 3.166084, 1926.059082, -1519.899048, 2.200537, 1.697282, 95.859352, 0.350300, 212.153595, -169.013290, 0.173801, 0.250520,
869.609619, 3.177735, 1888.302246, -1550.406372, 2.158524, 1.731358, 98.347626, 0.359383, 212.608047, -176.188263, 0.174404, 0.258436,
872.360718, 3.187708, 1851.183838, -1581.195557, 2.116917, 1.765480, 100.797951, 0.368327, 212.950211, -183.545319, 0.174835, 0.266535,
874.654358, 3.196021, 1814.673096, -1612.290283, 2.075700, 1.799658, 103.207550, 0.377124, 213.181229, -191.089294, 0.175095, 0.274820,
876.495117, 3.202691, 1778.740967, -1643.715332, 2.034861, 1.833905, 105.573616, 0.385763, 213.302078, -198.825409, 0.175186, 0.283291,
877.886597, 3.207732, 1743.359375, -1675.496094, 1.994385, 1.868233, 107.893242, 0.394234, 213.313583, -206.759201, 0.175108, 0.291950,
878.831421, 3.211152, 1708.501343, -1707.659058, 1.954260, 1.902654, 110.163475, 0.402525, 213.216461, -214.896545, 0.174863, 0.300801,
879.331482, 3.212959, 1674.141235, -1740.231812, 1.914474, 1.937183, 112.381248, 0.410626, 213.011292, -223.243744, 0.174451, 0.309845,
879.387573, 3.213157, 1640.253906, -1773.242554, 1.875014, 1.971831, 114.543411, 0.418525, 212.698502, -231.807510, 0.173873, 0.319084,
878.999817, 3.211744, 1606.815308, -1806.721436, 1.835870, 2.006614, 116.646706, 0.426211, 212.278397, -240.595001, 0.173131, 0.328522,
878.167236, 3.208718, 1573.802368, -1840.699707, 1.797028, 2.041547, 118.687744, 0.433671, 211.751160, -249.613831, 0.172225, 0.338162,
876.887939, 3.204071, 1541.192139, -1875.209839, 1.758480, 2.076644, 120.663010, 0.440892, 211.116837, -258.872162, 0.171156, 0.348005,
875.159241, 3.197795, 1508.962769, -1910.286377, 1.720213, 2.111923, 122.568817, 0.447861, 210.375320, -268.378662, 0.169924, 0.358057,
